rule_id,from_ziffer,to_ziffer,direction,legal_basis,quote,verified,verified_at,source
excl_man_630_260,630,260,one_way,GOÄ Anmerkung zu Nummer 260,"Die Leistung nach Nummer 260 ist neben Leistungen nach den Nummern 355 bis 361, 626 bis 632 und/oder 648 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_631_260,631,260,one_way,GOÄ Anmerkung zu Nummer 260,"Die Leistung nach Nummer 260 ist neben Leistungen nach den Nummern 355 bis 361, 626 bis 632 und/oder 648 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_632_260,632,260,one_way,GOÄ Anmerkung zu Nummer 260,"Die Leistung nach Nummer 260 ist neben Leistungen nach den Nummern 355 bis 361, 626 bis 632 und/oder 648 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_648_260,648,260,one_way,GOÄ Anmerkung zu Nummer 260,"Die Leistung nach Nummer 260 ist neben Leistungen nach den Nummern 355 bis 361, 626 bis 632 und/oder 648 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_1473_1485,1473,1485,one_way,GOÄ Anmerkung zu Nummer 1473,Neben der Leistung nach Nummer 1473 ist die Nummer 1485 nicht berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_5378_5370,5378,5370,one_way,GOÄ Anmerkung zu Nummer 5378,Neben oder anstelle der computergesteuerten Tomographie zur Bestrahlungsplanung oder zu interventionellen Maßnahmen sind die Leistungen nach den Nummern 5370 bis 5376 nicht berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_5378_5371,5378,5371,one_way,GOÄ Anmerkung zu Nummer 5378,Neben oder anstelle der computergesteuerten Tomographie zur Bestrahlungsplanung oder zu interventionellen Maßnahmen sind die Leistungen nach den Nummern 5370 bis 5376 nicht berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_5378_5372,5378,5372,one_way,GOÄ Anmerkung zu Nummer 5378,Neben oder anstelle der computergesteuerten Tomographie zur Bestrahlungsplanung oder zu interventionellen Maßnahmen sind die Leistungen nach den Nummern 5370 bis 5376 nicht berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_5378_5373,5378,5373,one_way,GOÄ Anmerkung zu Nummer 5378,Neben oder anstelle der computergesteuerten Tomographie zur Bestrahlungsplanung oder zu interventionellen Maßnahmen sind die Leistungen nach den Nummern 5370 bis 5376 nicht berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_5378_5374,5378,5374,one_way,GOÄ Anmerkung zu Nummer 5378,Neben oder anstelle der computergesteuerten Tomographie zur Bestrahlungsplanung oder zu interventionellen Maßnahmen sind die Leistungen nach den Nummern 5370 bis 5376 nicht berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_5378_5375,5378,5375,one_way,GOÄ Anmerkung zu Nummer 5378,Neben oder anstelle der computergesteuerten Tomographie zur Bestrahlungsplanung oder zu interventionellen Maßnahmen sind die Leistungen nach den Nummern 5370 bis 5376 nicht berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_5378_5376,5378,5376,one_way,GOÄ Anmerkung zu Nummer 5378,Neben oder anstelle der computergesteuerten Tomographie zur Bestrahlungsplanung oder zu interventionellen Maßnahmen sind die Leistungen nach den Nummern 5370 bis 5376 nicht berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_5440_5441,5440,5441,mutual,GOÄ Anmerkung zu Nummer 5442,Die Leistungen nach den Nummern 5440 bis 5442 sind je Sitzung nur einmal und nicht nebeneinander berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_5440_5442,5440,5442,mutual,GOÄ Anmerkung zu Nummer 5442,Die Leistungen nach den Nummern 5440 bis 5442 sind je Sitzung nur einmal und nicht nebeneinander berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_5441_5442,5441,5442,mutual,GOÄ Anmerkung zu Nummer 5442,Die Leistungen nach den Nummern 5440 bis 5442 sind je Sitzung nur einmal und nicht nebeneinander berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_5441_5440,5441,5440,mutual,GOÄ Anmerkung zu Nummer 5442,Die Leistungen nach den Nummern 5440 bis 5442 sind je Sitzung nur einmal und nicht nebeneinander berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_5442_5440,5442,5440,mutual,GOÄ Anmerkung zu Nummer 5442,Die Leistungen nach den Nummern 5440 bis 5442 sind je Sitzung nur einmal und nicht nebeneinander berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_5442_5441,5442,5441,mutual,GOÄ Anmerkung zu Nummer 5442,Die Leistungen nach den Nummern 5440 bis 5442 sind je Sitzung nur einmal und nicht nebeneinander berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
